1.741268e+00 4.835624e-01 1.593970e+00 -2.548861e-01 9.943257e-01 1.412322e+00 1.539354e+00 -5.551846e-01 -2.447697e-01 1.517128e+00 1.399532e+00 -4.822666e-01 8.709144e-01 -2.763358e-01 -2.116048e-01 1.291794e+00 -1.039145e-01 -3.628549e-02 1.211511e-01 7.337473e-01 0.000000e+00
1.358671e+00 5.641562e-01 4.739081e-01 -3.128322e-02 7.469526e-01 1.305662e+00 6.229748e-01 3.002746e-01 5.976168e-01 8.455482e-01 1.403465e+00 -3.742871e-01 9.420557e-01 -4.479365e-02 2.055979e-01 1.029990e+00 3.006275e-01 -3.514549e-01 2.277804e-01 4.271143e-01 0.000000e+00
9.928679e-01 9.889729e-01 6.858605e-01 1.116895e-01 1.126002e+00 1.295185e+00 1.351158e+00 2.540628e-01 -1.151046e-01 3.101951e-01 1.033248e+00 6.922298e-01 1.314855e+00 -1.339812e-01 7.580893e-02 9.347639e-01 5.758908e-02 1.342387e-01 3.011055e-01 9.932806e-01 0.000000e+00
9.646541e-01 7.959855e-01 9.572578e-01 -1.417705e-01 4.162942e-01 1.219930e+00 6.068519e-01 -1.405166e-01 5.030115e-02 9.685263e-01 6.842844e-01 5.117252e-01 1.207528e+00 4.289945e-01 1.452448e-01 6.875112e-01 1.650847e-01 -1.849873e-01 -7.068119e-02 1.026782e+00 0.000000e+00
9.534840e-01 8.900661e-01 1.181884e+00 -5.625232e-02 1.522663e+00 6.290114e-01 1.164240e+00 -4.971953e-02 -5.358319e-01 9.752120e-01 1.032823e+00 -6.464018e-02 1.107557e+00 -8.856458e-02 4.192915e-01 1.087193e+00 -1.827568e-02 -1.735553e-01 -1.082814e+00 8.368073e-01 0.000000e+00
1.045268e+00 2.480548e-01 8.133093e-01 5.640312e-02 4.164733e-01 1.112567e+00 1.140202e+00 -2.834460e-02 2.301139e-01 4.951957e-01 9.679982e-01 -2.368548e-01 1.051212e+00 -3.126570e-01 1.820362e-01 1.258838e+00 -3.482394e-01 -1.005204e-01 6.561019e-01 6.283074e-01 0.000000e+00
8.568550e-01 1.105148e+00 5.412083e-01 -2.418154e-01 1.002837e+00 1.761425e+00 8.249610e-01 -4.028668e-01 -9.342081e-03 6.063628e-01 9.588177e-01 -1.896419e-01 1.068574e+00 2.009640e-01 5.903369e-01 2.895106e-01 1.495559e-01 -9.785268e-02 -4.840533e-01 1.640422e+00 0.000000e+00
8.265834e-01 7.706630e-01 1.317091e+00 -5.240816e-01 6.674029e-01 6.938339e-01 8.473551e-01 2.866541e-01 4.794716e-01 1.530273e+00 1.100946e+00 7.250352e-02 9.238662e-01 6.887565e-02 3.993845e-02 1.473676e+00 -1.801199e-02 -4.198325e-03 8.669131e-02 1.180577e+00 0.000000e+00
7.256089e-01 1.136220e+00 9.574149e-01 5.661484e-01 1.040043e+00 6.628635e-01 8.819129e-01 -1.858526e-01 -3.227987e-01 9.212548e-01 1.284785e+00 2.576478e-01 1.734726e+00 -2.124523e-01 -3.376974e-01 1.079897e+00 3.740559e-02 -1.304217e-01 -2.179196e-01 1.818918e+00 0.000000e+00
6.144896e-01 8.679727e-01 8.049724e-01 3.786971e-01 7.664172e-01 7.382962e-01 1.430436e+00 8.612647e-02 -1.904567e-01 1.089401e+00 2.075447e+00 -1.606669e-02 5.093083e-01 4.242934e-01 4.475805e-02 1.672631e+00 4.369859e-01 9.062869e-02 -1.450379e-01 8.355027e-01 0.000000e+00
